product_id,product_name,category,brand,seller_name,vendor_id,description,color,material,size,tags,price,inventory_qty,inventory_status,units_sold_30d,gmv_last_30d,impressions,clicks,conversion_rate,rating,review_count,launch_date,catalog_owner
P0132,Jeans,Fashion,Tate-Anderson,Rodriguez Ltd,V017,Premium jeans designed for everyday use.,White,,XL,"premium,quality",9585,478,Out of Stock,262,2511270,8866,763,1.11,3.7,3,2025-10-05,Deepali
P0133,Jeans,Fashion,Davis Inc,Ryan LLC,V015,,,,S,,4903,361,In Stock,99,485397,11149,700,1.33,3.2,887,2025-02-20,Deepali
P0134,Jeans,Fashion,Brown-Foster,"Scott, Jenkins and Thomas",V009,,,,S,,2061,28,Low Stock,60,123660,49362,3165,2.57,4.7,771,2025-06-15,Deepali
P0135,Jacket,Fashion,"Savage, Warren and Lewis",Watson-Jackson,V001,Premium jacket designed for everyday use.,Red,Plastic,M,"premium,quality",6959,412,Low Stock,294,2045946,41817,4254,1.83,3.2,197,2024-09-15,Deepali
P0136,Jacket,Fashion,"Medina, Conner and Walker",White-Williams,V003,Premium jacket designed for everyday use.,Red,Cotton,M,"premium,quality",2908,47,Out of Stock,76,221008,39061,2866,2.43,3.5,993,2026-05-07,Deepali
P0137,T-Shirt,Fashion,Snyder and Sons,Owens-Stewart,V004,,,,,,1866,372,Out of Stock,95,177270,34857,3075,1.66,4.5,129,2025-10-17,Deepali
P0138,T-Shirt,Fashion,"Hunter, Stone and Nguyen",Bailey LLC,V004,Premium t-shirt designed for everyday use.,Blue,Steel,,"premium,quality",7050,196,Low Stock,274,1931700,25494,624,1.59,3.6,243,2025-10-28,Deepali
P0139,T-Shirt,Fashion,Mcintosh PLC,Boyer-West,V015,Premium t-shirt designed for everyday use.,Brown,Plastic,S,"premium,quality",7673,217,Low Stock,267,2048691,1740,1140,4.99,3.7,427,2025-06-07,Deepali
P0140,T-Shirt,Fashion,Mcdowell-Simon,Day-Burke,V014,Premium t-shirt designed for everyday use.,White,,M,"premium,quality",5945,268,In Stock,41,243745,49858,1015,1.89,3.5,702,2025-03-24,Deepali
P0141,Kurti,Fashion,Burnett LLC,Taylor Inc,V008,Premium kurti designed for everyday use.,Brown,,XL,"premium,quality",5567,196,Low Stock,236,1313812,11445,2438,6.72,3.8,540,2026-01-19,Deepali
P0142,T-Shirt,Fashion,West-Rodriguez,Olson-Huerta,V007,,,,L,,7981,429,Low Stock,195,1556295,42493,1858,4.6,2.7,129,2024-09-28,Deepali
P0143,Kurti,Fashion,Fitzgerald and Sons,"Morris, Holmes and Espinoza",V016,,,,M,,4596,158,Out of Stock,8,36768,38841,229,3.9,4.7,143,2026-05-01,Deepali
P0144,Dress,Fashion,Bishop and Sons,Crawford-Harris,V010,Premium dress designed for everyday use.,Blue,Cotton,XL,"premium,quality",4852,356,In Stock,205,994660,38678,2976,1.11,2.8,11,2025-09-29,Deepali
P0145,T-Shirt,Fashion,Harris-Harrington,"Martinez, Ray and Hardy",V017,Premium t-shirt designed for everyday use.,Brown,,,"premium,quality",6206,223,Out of Stock,124,769544,33760,396,5.86,3.8,832,2024-07-20,Deepali
P0146,Dress,Fashion,Wilson PLC,Howard-Murray,V007,Premium dress designed for everyday use.,Black,,L,"premium,quality",1401,258,Low Stock,135,189135,4158,3277,6.02,4.2,139,2026-04-04,Deepali
P0147,Dress,Fashion,"Adams, Townsend and Andersen",White PLC,V009,Premium dress designed for everyday use.,Red,,L,"premium,quality",5833,20,In Stock,31,180823,19207,728,3.74,3.2,166,2025-07-20,Deepali
P0148,Dress,Fashion,Miller-Hooper,"Contreras, Carter and Macdonald",V007,Premium dress designed for everyday use.,Black,,XL,"premium,quality",4615,180,Out of Stock,69,318435,12108,2990,7.29,4.2,762,2025-02-16,Deepali
P0149,Jacket,Fashion,Maldonado LLC,Moreno and Sons,V009,,,,XL,,8702,362,Out of Stock,269,2340838,18744,4526,3.55,3.3,702,2025-05-20,Deepali
P0150,Jeans,Fashion,"Brown, Patterson and Oconnor",James LLC,V013,Premium jeans designed for everyday use.,White,,XL,"premium,quality",9044,463,Low Stock,36,325584,37027,4079,7.8,4.7,684,2026-03-25,Deepali
P0151,Headphones,Electronics,Brown and Sons,Carter-Mercer,V018,Premium headphones designed for everyday use.,Brown,Wood,M,"premium,quality",7519,33,Out of Stock,111,834609,47912,223,2.48,4.3,440,2025-05-02,Deepali
P0152,Keyboard,Electronics,"Turner, Moran and James","Paul, Sparks and Baker",V013,Premium keyboard designed for everyday use.,Black,,L,"premium,quality",5116,107,Out of Stock,61,312076,27154,240,6.5,4,903,2024-08-26,Deepali
P0153,Keyboard,Electronics,"Larson, Mcdonald and Aguilar",Schmidt-Roach,V012,,,,S,,3804,318,Low Stock,173,658092,7367,1826,0.56,3.7,570,2024-12-12,Deepali
P0154,Headphones,Electronics,Olson-Crawford,Hammond-Gay,V001,,,,XL,,1245,44,In Stock,92,114540,6798,1489,4.24,4.3,173,2025-06-07,Deepali
P0155,Keyboard,Electronics,"Hoffman, Gray and Bolton",Clark Ltd,V009,,,,M,,3977,306,In Stock,268,1065836,42220,3622,5.29,4.7,75,2025-05-24,Deepali
P0156,Keyboard,Electronics,Harris Ltd,Boone-Gray,V013,Premium keyboard designed for everyday use.,Black,Leather,M,"premium,quality",7891,121,Low Stock,195,1538745,48218,1376,3.27,4.7,771,2026-05-23,Deepali
P0157,Power Bank,Electronics,"Wood, Morse and Jackson","Pruitt, Brooks and Wagner",V006,,,,XL,,1472,41,In Stock,272,400384,10906,4742,7.47,3.9,231,2025-10-11,Deepali
P0158,Power Bank,Electronics,"Baker, Serrano and Rocha",Jackson Inc,V006,Premium power bank designed for everyday use.,Black,,S,"premium,quality",3224,296,Low Stock,64,206336,20616,108,3.55,3.2,314,2025-03-28,Deepali
P0159,Headphones,Electronics,Calhoun-Stokes,Manning and Sons,V004,,,,S,,7073,381,Low Stock,27,190971,7794,1529,1.17,3,259,2025-02-15,Deepali
P0160,Headphones,Electronics,Noble-Taylor,Long-Mitchell,V012,,,,M,,4688,45,Low Stock,92,431296,10116,530,7.22,4.7,996,2026-02-04,Deepali
P0161,Headphones,Electronics,Oliver Group,Norris-Lynch,V016,Premium headphones designed for everyday use.,Brown,,S,"premium,quality",4452,493,In Stock,243,1081836,6068,2436,5.95,3,892,2024-11-15,Deepali
P0162,Power Bank,Electronics,Molina-Johnson,Schultz Group,V017,Premium power bank designed for everyday use.,Red,,S,"premium,quality",7671,137,Low Stock,55,421905,29598,1863,5.21,4.2,34,2024-07-29,Deepali
P0163,Smartwatch,Electronics,Paul LLC,Martin-King,V001,,,,XL,,9389,346,In Stock,163,1530407,29785,1735,1.89,3.6,798,2024-06-19,Deepali
P0164,Bluetooth Speaker,Electronics,"Hoover, Taylor and Ball",Roy LLC,V005,Premium bluetooth speaker designed for everyday use.,White,,M,"premium,quality",4177,156,Low Stock,181,756037,1468,1914,2.16,2.8,819,2025-12-18,Deepali
P0165,Headphones,Electronics,White Group,Perez Inc,V012,,,,S,,8639,411,Low Stock,223,1926497,13180,4737,7.27,2.8,272,2024-08-04,Deepali
P0166,Headphones,Electronics,Jones-Carroll,Mccall-Flores,V011,Premium headphones designed for everyday use.,White,,XL,"premium,quality",5915,426,In Stock,259,1531985,11556,421,3.63,3,985,2025-05-20,Deepali
P0167,Power Bank,Electronics,Bright-Patel,"Watkins, Leonard and Wise",V012,Premium power bank designed for everyday use.,Red,,S,"premium,quality",9686,341,Out of Stock,227,2198722,15533,4907,1.69,3.4,992,2025-01-10,Deepali
P0168,Smartwatch,Electronics,Conway-Walker,Johnson LLC,V016,,,,S,,8228,327,Out of Stock,225,1851300,37661,274,7.05,2.6,935,2024-07-30,Deepali
P0169,Bluetooth Speaker,Electronics,"Bond, Hooper and Powers",Simmons PLC,V004,,,,L,,3475,20,Out of Stock,52,180700,8838,2602,6.25,3,662,2025-09-09,Deepali
P0170,Bluetooth Speaker,Electronics,Howard Group,Fernandez-Meyer,V006,,,,S,,2493,175,In Stock,217,540981,35184,3357,6.72,3.6,721,2025-08-12,Deepali
P0171,Headphones,Electronics,Burke-Price,Johnson-Wells,V017,Premium headphones designed for everyday use.,Brown,,S,"premium,quality",4673,263,Low Stock,61,285053,30853,4298,7.71,3.5,168,2024-10-11,Deepali
P0172,Keyboard,Electronics,Mcdonald-Conner,Delacruz LLC,V017,,,,S,,1839,341,Low Stock,131,240909,37076,3833,7.48,4.2,848,2025-11-18,Deepali
P0173,Bluetooth Speaker,Electronics,"Jefferson, Marshall and Peterson",Jones-Allen,V017,Premium bluetooth speaker designed for everyday use.,Blue,,M,"premium,quality",8076,412,In Stock,181,1461756,20399,4267,2.23,2.6,973,2024-12-25,Deepali
P0174,Smartwatch,Electronics,"Hernandez, White and Camacho",Huber-Mcguire,V014,Premium smartwatch designed for everyday use.,Black,,L,"premium,quality",2045,403,Out of Stock,247,505115,16684,4920,5.24,2.7,15,2025-11-26,Deepali
P0175,Power Bank,Electronics,Rice Inc,Carter LLC,V001,,,,M,,2105,489,Low Stock,294,618870,4461,3598,1.83,3.1,829,2025-01-28,Deepali
P0176,Bluetooth Speaker,Electronics,Barrett PLC,Fischer PLC,V010,Premium bluetooth speaker designed for everyday use.,Red,,S,"premium,quality",7548,94,Out of Stock,13,98124,5486,53,5.06,5,524,2024-07-09,Deepali
P0177,Smartwatch,Electronics,Wells-Tyler,Sanchez-Lewis,V014,Premium smartwatch designed for everyday use.,Black,,M,"premium,quality",1616,395,Low Stock,11,17776,28756,549,1.38,3.9,805,2026-01-27,Deepali
P0178,Power Bank,Electronics,"Adams, Butler and Vazquez",Miller-Robertson,V016,Premium power bank designed for everyday use.,Blue,,XL,"premium,quality",8396,222,Low Stock,168,1410528,14897,4769,3.98,2.7,633,2025-08-07,Deepali
P0179,Headphones,Electronics,"James, Edwards and Norman",Park Inc,V008,Premium headphones designed for everyday use.,Red,Wood,S,"premium,quality",9477,249,In Stock,19,180063,16784,2519,0.61,2.5,518,2024-06-30,Deepali
P0180,Bluetooth Speaker,Electronics,Smith Ltd,Burgess-Dennis,V009,Premium bluetooth speaker designed for everyday use.,White,,M,"premium,quality",3444,487,In Stock,127,437388,28565,1914,7.87,4.7,950,2025-02-03,Deepali
P0181,Smartwatch,Electronics,Lester-Shelton,Shepard-King,V016,,,,,,3054,354,Low Stock,71,216834,7096,1342,2.82,4.8,217,2025-05-10,Deepali
P0182,Smartwatch,Electronics,Costa Ltd,Oneill LLC,V010,Premium smartwatch designed for everyday use.,White,,XL,"premium,quality",9653,187,Low Stock,7,67571,25600,3138,5.78,4.8,658,2025-07-27,Deepali
P0183,Headphones,Electronics,"Kline, Peterson and Hill","Thomas, Gonzales and Mcdonald",V004,Premium headphones designed for everyday use.,Brown,,S,"premium,quality",1777,130,In Stock,93,165261,38195,132,6.95,3.7,530,2025-02-24,Deepali
P0184,Headphones,Electronics,"Moreno, Khan and Harrison","Lutz, Mack and Rhodes",V012,,,,S,,5975,68,Low Stock,248,1481800,21975,2290,2.32,3.5,964,2024-07-11,Deepali
P0185,Keyboard,Electronics,Williams-Cooper,Rodriguez Group,V015,,,,M,,4152,246,In Stock,145,602040,36433,1555,3.75,3.1,170,2025-11-04,Deepali
P0186,Headphones,Electronics,"Moore, Morse and Henry","Castillo, Frye and Jones",V019,Premium headphones designed for everyday use.,Brown,Plastic,S,"premium,quality",8069,39,In Stock,58,468002,38972,2572,1.19,2.5,415,2026-01-25,Deepali
P0187,Headphones,Electronics,Gross-Bradley,Snyder-Alexander,V018,Premium headphones designed for everyday use.,Brown,,S,"premium,quality",3504,34,Low Stock,203,711312,45449,4721,6.61,4.3,556,2025-05-15,Deepali
P0188,Smartwatch,Electronics,Freeman and Sons,Le Group,V003,Premium smartwatch designed for everyday use.,Black,,S,"premium,quality",4203,29,Low Stock,164,689292,10988,4704,7.08,2.9,265,2024-10-27,Deepali
P0189,Power Bank,Electronics,Smith Group,Arellano Group,V003,Premium power bank designed for everyday use.,White,,S,"premium,quality",4870,304,In Stock,78,379860,3322,4431,5,2.5,70,2024-08-05,Deepali
P0190,Keyboard,Electronics,"Crawford, Jimenez and Lutz","Chen, Crawford and Padilla",V011,,,,XL,,2691,82,Low Stock,259,696969,40766,1001,6.55,4.2,647,2025-02-14,Deepali
P0191,Bluetooth Speaker,Electronics,Wood-Nelson,Esparza-Gonzales,V018,Premium bluetooth speaker designed for everyday use.,White,,S,"premium,quality",2040,51,Low Stock,61,124440,43214,393,0.93,3.8,241,2024-11-02,Deepali
P0192,Headphones,Electronics,Barrera-Phillips,Ingram LLC,V020,Premium headphones designed for everyday use.,White,Wood,L,"premium,quality",5798,452,Low Stock,110,637780,11946,145,7.08,3.6,487,2026-03-16,Deepali
P0193,Keyboard,Electronics,Mann Group,Miles PLC,V006,Premium keyboard designed for everyday use.,Red,,XL,"premium,quality",7633,200,Low Stock,80,610640,9689,4475,0.92,3.9,783,2025-08-03,Deepali
P0194,Keyboard,Electronics,Cook Inc,"Mccormick, Smith and Olsen",V001,Premium keyboard designed for everyday use.,Brown,,S,"premium,quality",7009,333,Low Stock,101,707909,38725,4422,5.34,2.8,798,2025-08-03,Deepali
P0195,Power Bank,Electronics,"Morrow, Robertson and Hamilton",Avila PLC,V018,,,,S,,6792,246,Low Stock,20,135840,46192,4626,2.6,2.9,938,2025-01-31,Deepali
P0196,Headphones,Electronics,Robertson-Lynch,Hebert-Castro,V005,Premium headphones designed for everyday use.,Red,Wood,S,"premium,quality",1785,44,Out of Stock,46,82110,42466,4395,4.85,4.3,353,2024-06-28,Deepali
P0197,Headphones,Electronics,"Williams, Martinez and Christian","Mason, Herrera and Rivera",V002,Premium headphones designed for everyday use.,Brown,,M,"premium,quality",1319,404,In Stock,193,254567,34548,3386,7.27,3.6,269,2024-06-10,Deepali
P0198,Power Bank,Electronics,"Bray, Harper and Sullivan",Smith-Cantu,V013,Premium power bank designed for everyday use.,White,,M,"premium,quality",2635,204,In Stock,20,52700,45222,3998,4.66,4,251,2025-05-09,Deepali
P0199,Keyboard,Electronics,Walters-Pratt,Hooper-Baker,V002,Premium keyboard designed for everyday use.,Brown,,M,"premium,quality",9611,480,Low Stock,21,201831,1211,1333,2.45,4.5,567,2026-04-02,Deepali
P0200,Keyboard,Electronics,Phillips Ltd,Garcia Ltd,V019,,,,M,,1729,90,Out of Stock,162,280098,14115,2035,2.63,4.1,692,2025-04-05,Deepali
P0201,Power Bank,Electronics,"Smith, Martinez and Wells","Davis, Perez and Rivas",V004,,,,,,2337,337,Out of Stock,135,315495,2291,1065,1.73,2.8,28,2025-12-11,Deepali
P0202,Smartwatch,Electronics,"Green, Wells and Ortega","Hayden, Simmons and Stewart",V001,,,,,,9576,285,Low Stock,10,95760,12496,4946,7.55,2.9,923,2026-05-02,Deepali
P0203,Smartwatch,Electronics,Ayers-Rodriguez,Reilly PLC,V003,,,,M,,4033,297,Low Stock,144,580752,32646,4533,1.97,3.5,877,2025-12-20,Deepali
P0204,Keyboard,Electronics,"Watkins, Frost and Smith","Garcia, Johnston and Marquez",V013,,,,M,,7301,180,In Stock,239,1744939,21191,909,4.33,3,344,2025-04-01,Deepali
P0205,Bluetooth Speaker,Electronics,Johnson-Gonzalez,"Dyer, Brooks and Hudson",V009,Premium bluetooth speaker designed for everyday use.,Black,,L,"premium,quality",5296,338,Low Stock,274,1451104,37870,4223,1.44,3,791,2024-12-17,Deepali
P0206,Headphones,Electronics,Flores-Fields,"Cordova, Smith and Mccarty",V009,,,,M,,6294,477,Low Stock,43,270642,34613,1690,1.37,3,719,2025-08-23,Deepali
P0207,Power Bank,Electronics,Simon LLC,Bentley and Sons,V012,Premium power bank designed for everyday use.,Red,Wood,XL,"premium,quality",3736,178,In Stock,111,414696,5858,2963,5.32,3.1,870,2025-08-29,Deepali
P0208,Headphones,Electronics,"Mclaughlin, Ford and Proctor","Hill, Jackson and Martin",V015,,,,S,,9378,448,Low Stock,173,1622394,9471,1312,3.81,4.6,359,2025-06-02,Deepali
P0209,Smartwatch,Electronics,Morton Inc,"Walker, Smith and Smith",V003,Premium smartwatch designed for everyday use.,White,,XL,"premium,quality",5736,263,Out of Stock,50,286800,37242,4491,5.12,4.4,524,2025-11-04,Deepali
P0210,Keyboard,Electronics,Johnson-Martin,Holland LLC,V016,Premium keyboard designed for everyday use.,Blue,,,"premium,quality",7255,314,Low Stock,53,384515,42461,349,2.47,3.2,429,2025-06-09,Deepali
P0211,Bluetooth Speaker,Electronics,"Pace, Davies and Barnes","Miles, Cruz and Sampson",V015,Premium bluetooth speaker designed for everyday use.,Brown,,XL,"premium,quality",2398,405,Low Stock,77,184646,29162,2984,1.14,2.9,935,2025-09-16,Deepali
P0212,Power Bank,Electronics,Johnson PLC,"Nichols, Davis and Martinez",V019,Premium power bank designed for everyday use.,Blue,Plastic,,"premium,quality",4696,206,Out of Stock,262,1230352,34446,1735,5.24,3.7,690,2025-03-27,Deepali
P0213,Headphones,Electronics,Smith Group,Powell-Hayes,V016,Premium headphones designed for everyday use.,Blue,,S,"premium,quality",8510,105,In Stock,128,1089280,16703,3963,1.48,4.5,695,2025-06-13,Deepali
P0214,Headphones,Electronics,"Stanley, Garza and Martinez","Hall, Hill and Erickson",V020,,,,L,,1122,74,Out of Stock,221,247962,46808,1809,1.67,4.8,500,2024-07-29,Deepali
P0215,Smartwatch,Electronics,"Malone, Phillips and Flores",Garrett Group,V007,,,,,,4099,274,In Stock,84,344316,14697,3223,2.42,4.8,174,2025-06-05,Deepali
P0216,Keyboard,Electronics,Herman-Bennett,"Garcia, Potter and Ford",V001,Premium keyboard designed for everyday use.,Black,,XL,"premium,quality",3302,491,Out of Stock,122,402844,11826,3140,1.79,4.6,486,2024-09-27,Deepali
P0217,Headphones,Electronics,Larsen Ltd,"Taylor, Chang and Sandoval",V020,Premium headphones designed for everyday use.,Blue,,M,"premium,quality",3233,110,In Stock,221,714493,29224,1299,3.04,4.2,322,2024-10-23,Deepali
P0218,Smartwatch,Electronics,"Herman, Vargas and Woodward",Baker-Bowers,V008,,,,XL,,4311,138,Out of Stock,294,1267434,40306,2894,3.86,3.9,484,2026-05-03,Deepali
P0219,Smartwatch,Electronics,Brewer-Richardson,"Kent, Lee and Green",V008,,,,XL,,1363,46,In Stock,190,258970,31456,3329,7.42,3.6,503,2026-04-25,Deepali
P0220,Bluetooth Speaker,Electronics,Harrison-Henderson,Rodriguez and Sons,V017,Premium bluetooth speaker designed for everyday use.,White,,,"premium,quality",7962,473,Out of Stock,247,1966614,12745,4499,1.75,4.9,674,2024-10-21,Deepali
P0221,Smartwatch,Electronics,"Martin, Smith and Wright",Arias-Fisher,V013,Premium smartwatch designed for everyday use.,Black,,,"premium,quality",5668,10,In Stock,174,986232,15827,2163,5.22,4.8,524,2025-03-30,Deepali
P0222,Smartwatch,Electronics,"Knight, Robbins and Hale","Monroe, Baker and Chapman",V004,,,,M,,834,36,Low Stock,75,62550,15347,828,4.52,3.7,929,2025-10-10,Deepali
P0223,Smartwatch,Electronics,May and Sons,Higgins-Garcia,V005,Premium smartwatch designed for everyday use.,Blue,,,"premium,quality",3188,476,Low Stock,217,691796,16235,2204,7.49,3.1,642,2026-04-10,Deepali
P0224,Headphones,Electronics,Anderson-Harper,"Mckinney, Allen and Lewis",V016,,,,XL,,5185,481,In Stock,151,782935,11850,1919,7.43,3,32,2025-05-03,Deepali
P0225,Headphones,Electronics,"Riggs, Gonzalez and Mendoza",Carlson PLC,V015,Premium headphones designed for everyday use.,White,,XL,"premium,quality",7628,275,In Stock,38,289864,33957,3136,1.67,3.4,838,2025-10-01,Deepali
P0226,Smartwatch,Electronics,"Hoffman, Caldwell and Campbell",Jackson-Bell,V006,Premium smartwatch designed for everyday use.,Black,,,"premium,quality",1044,198,Low Stock,20,20880,12539,2404,6.68,3.4,121,2024-09-24,Deepali
P0227,Bluetooth Speaker,Electronics,Griffin-Rivera,Rodriguez PLC,V003,Premium bluetooth speaker designed for everyday use.,White,Leather,XL,"premium,quality",3369,306,Out of Stock,260,875940,8568,2117,2.6,3.5,782,2026-02-03,Deepali
P0228,Bluetooth Speaker,Electronics,"Lambert, Keith and Curtis",Armstrong PLC,V017,Premium bluetooth speaker designed for everyday use.,White,Cotton,,"premium,quality",1738,236,In Stock,201,349338,16033,2510,0.85,2.8,653,2026-02-14,Deepali
P0229,Smartwatch,Electronics,Hart PLC,Rodriguez PLC,V002,Premium smartwatch designed for everyday use.,Blue,,L,"premium,quality",5136,33,Low Stock,149,765264,4328,2457,6.16,4.5,325,2025-09-01,Deepali
P0230,Bluetooth Speaker,Electronics,Peterson-Terry,Mendoza Inc,V008,,,,,,1323,46,Out of Stock,226,298998,42426,863,0.93,3.7,471,2024-06-07,Deepali
P0231,Bluetooth Speaker,Electronics,"Erickson, Castillo and Gordon","Hammond, Nelson and Miller",V007,Premium bluetooth speaker designed for everyday use.,Red,Plastic,L,"premium,quality",1346,28,Out of Stock,256,344576,19320,4969,5.54,5,562,2025-08-04,Deepali
P0232,Headphones,Electronics,"Harris, Brady and Davenport",Carey Group,V017,Premium headphones designed for everyday use.,Black,Wood,M,"premium,quality",7034,324,Out of Stock,248,1744432,24634,3468,5.58,2.7,29,2024-08-24,Deepali
P0233,Smartwatch,Electronics,Parker LLC,Bell-Wilson,V009,Premium smartwatch designed for everyday use.,Blue,Leather,XL,"premium,quality",2563,108,Low Stock,37,94831,15824,2227,4.46,4.3,296,2024-11-07,Deepali
P0234,Bluetooth Speaker,Electronics,Schultz-Larson,"Garrett, Long and Johnson",V005,Premium bluetooth speaker designed for everyday use.,Black,Wood,S,"premium,quality",1771,272,In Stock,213,377223,28328,1498,2.36,4.6,848,2025-04-01,Deepali
P0235,Smartwatch,Electronics,Lewis Inc,Spencer-Wilson,V017,Premium smartwatch designed for everyday use.,Red,Steel,M,"premium,quality",6527,117,Out of Stock,147,959469,47835,484,1.59,4,193,2025-10-17,Deepali
P0236,Power Bank,Electronics,Tanner-Robinson,Williams-Turner,V006,Premium power bank designed for everyday use.,Black,Steel,XL,"premium,quality",2552,120,Low Stock,279,712008,10435,3186,1.81,3.5,237,2024-12-02,Deepali
P0237,Keyboard,Electronics,Jones-Fry,"Weeks, Trujillo and Gonzalez",V013,Premium keyboard designed for everyday use.,Red,Leather,XL,"premium,quality",6829,18,Out of Stock,84,573636,41843,1495,1.18,3.4,943,2025-02-14,Deepali
P0238,Bluetooth Speaker,Electronics,"Fisher, Leblanc and Swanson",Aguilar-Cooper,V007,,,,XL,,6049,230,Out of Stock,73,441577,43528,4067,3.76,3.9,655,2024-06-30,Deepali
P0239,Keyboard,Electronics,"Haas, Parks and White",Harper Inc,V012,,,,XL,,7799,466,Low Stock,250,1949750,17674,4204,0.96,3.9,651,2025-12-20,Deepali
P0240,Bluetooth Speaker,Electronics,Foley LLC,Powell PLC,V010,Premium bluetooth speaker designed for everyday use.,Brown,Steel,S,"premium,quality",8726,324,In Stock,281,2452006,19719,4091,3.41,4.2,236,2025-02-14,Deepali
P0241,Keyboard,Electronics,Rodriguez-Anderson,"Wilson, Hardin and Wade",V011,Premium keyboard designed for everyday use.,Black,,,"premium,quality",7803,111,Low Stock,163,1271889,29532,3503,5.78,2.6,280,2024-09-09,Deepali
P0242,Keyboard,Electronics,Walsh-Johnson,Torres and Sons,V006,Premium keyboard designed for everyday use.,Brown,,M,"premium,quality",3378,237,Out of Stock,243,820854,8330,250,3.5,4.9,975,2025-04-20,Deepali
P0243,Keyboard,Electronics,"Valencia, Blair and Harrison",Phillips Ltd,V004,Premium keyboard designed for everyday use.,Blue,,L,"premium,quality",1795,153,Out of Stock,231,414645,19113,3688,7.59,2.7,153,2025-05-07,Deepali
P0244,Power Bank,Electronics,Franklin-Allen,"Griffith, Acevedo and Taylor",V014,Premium power bank designed for everyday use.,Red,,XL,"premium,quality",952,8,Out of Stock,17,16184,11200,3501,4.58,4.8,108,2025-04-21,Deepali
P0245,Smartwatch,Electronics,"Miles, Gordon and Hernandez",Smith-Holmes,V011,Premium smartwatch designed for everyday use.,White,,L,"premium,quality",542,408,In Stock,146,79132,31122,371,5.45,3.6,98,2025-03-17,Deepali
P0246,Keyboard,Electronics,"Daniels, Francis and Moss",Wheeler and Sons,V010,,,,,,8133,152,Out of Stock,47,382251,44692,880,4.01,3.6,122,2025-02-11,Deepali
P0247,Bluetooth Speaker,Electronics,"Brown, Smith and Castro",Gamble Inc,V016,,,,M,,5128,191,Out of Stock,84,430752,7248,4575,4.59,2.5,135,2024-06-08,Deepali
P0248,Headphones,Electronics,"Knight, Young and Richardson","Gross, Keith and Webster",V015,Premium headphones designed for everyday use.,Brown,,S,"premium,quality",7973,323,Out of Stock,24,191352,48602,2699,4.21,4.3,804,2025-06-22,Deepali
P0249,Keyboard,Electronics,Cohen-Miller,Smith-Brown,V020,Premium keyboard designed for everyday use.,Black,,,"premium,quality",6463,38,Low Stock,206,1331378,25668,3098,1.23,4.3,101,2025-03-25,Deepali
P0250,Bluetooth Speaker,Electronics,Valdez-Mcmillan,Sullivan-Newman,V002,Premium bluetooth speaker designed for everyday use.,Blue,,,"premium,quality",1176,314,Low Stock,144,169344,24397,3554,0.88,4.1,348,2025-07-22,Deepali
P0251,Storage Box,Home & Kitchen,"Jones, Heath and Welch","Welch, Sanders and Buckley",V004,Premium storage box designed for everyday use.,Brown,,S,"premium,quality",487,29,Low Stock,235,114445,46301,3640,7.18,3.9,173,2025-10-27,Deepali
P0252,Mixer Grinder,Home & Kitchen,Wiley Group,Hernandez-Rowe,V016,Premium mixer grinder designed for everyday use.,White,Cotton,S,"premium,quality",2767,164,Out of Stock,117,323739,38065,4453,2.96,3.2,58,2025-03-19,Deepali
P0253,Cookware Set,Home & Kitchen,Barnes-Wheeler,Cook Inc,V018,Premium cookware set designed for everyday use.,Blue,,,"premium,quality",1743,84,Low Stock,35,61005,27215,2986,1.81,3.7,562,2025-02-03,Deepali
P0254,Wall Shelf,Home & Kitchen,Scott-Ray,"Day, Velez and Cook",V014,Premium wall shelf designed for everyday use.,Brown,,,"premium,quality",2923,433,Low Stock,91,265993,27987,1304,2.86,2.7,275,2025-12-13,Deepali
P0255,Wall Shelf,Home & Kitchen,Nichols LLC,Clark LLC,V005,Premium wall shelf designed for everyday use.,White,,L,"premium,quality",4758,143,In Stock,281,1336998,37671,3607,5.76,4.9,968,2024-09-20,Deepali
P0256,Storage Box,Home & Kitchen,West-Moreno,Mejia Group,V016,,,,M,,1292,298,Low Stock,122,157624,37742,3767,1.97,2.9,637,2025-11-01,Deepali
P0257,Storage Box,Home & Kitchen,Harris Group,"Santos, Rodriguez and Davis",V020,Premium storage box designed for everyday use.,Blue,,,"premium,quality",953,108,In Stock,163,155339,36036,2298,3.62,2.6,12,2024-10-30,Deepali
P0258,Mixer Grinder,Home & Kitchen,Gomez-Mejia,"Stafford, Fischer and Steele",V020,,,,S,,4543,379,Low Stock,14,63602,6939,3394,6.6,2.9,708,2025-05-13,Deepali
P0259,Storage Box,Home & Kitchen,"Sloan, Peterson and Hall",Williams Group,V018,Premium storage box designed for everyday use.,Black,,XL,"premium,quality",4119,400,In Stock,29,119451,41324,2214,2.62,2.7,633,2025-01-06,Deepali
P0260,Mixer Grinder,Home & Kitchen,Simpson-Johnson,Hughes-Stevenson,V011,Premium mixer grinder designed for everyday use.,Red,,L,"premium,quality",3737,196,Low Stock,217,810929,23549,2536,3.92,3.1,962,2026-04-24,Deepali
P0261,Cookware Set,Home & Kitchen,Holloway Ltd,"Burns, Parker and Patel",V012,Premium cookware set designed for everyday use.,Red,,XL,"premium,quality",2852,328,Out of Stock,41,116932,32946,3639,2.84,3.7,742,2026-02-03,Deepali
